rank,name,nationality,team,points,rider_url
1221,FANTINI Christian,IT,Solme - Olmo,12.0,https://www.procyclingstats.com/rider/christian-fantini
1222,VANGHELUWE Warre,BE,Soudal Quick-Step,12.0,https://www.procyclingstats.com/rider/warre-vangheluwe
1223,ROJAS Vicente,CL,VF Group - Bardiani CSF - Faizanè,12.0,https://www.procyclingstats.com/rider/vicente-rojas
1224,SALEH Mohd Harrif,MY,Terengganu Cycling Team,12.0,https://www.procyclingstats.com/rider/mohd-harrif-saleh
1225,VALJAVEC Erazem,SI,Soudal Quick-Step Devo Team,12.0,https://www.procyclingstats.com/rider/erazem-valjavec
1226,MATUTE Fredd,HN,,12.0,https://www.procyclingstats.com/rider/fredd-matute
1227,PALOMBA Marco,IT,S.C. Padovani Polo Cherry Bank,12.0,https://www.procyclingstats.com/rider/marco-palomba
1228,DUNWOODY Seth,IE,Bahrain Victorious Development Team,12.0,https://www.procyclingstats.com/rider/seth-dunwoody
1229,CATTANI Alessandro,IT,Team Technipes #inEmiliaRomagna,12.0,https://www.procyclingstats.com/rider/alessandro-cattani
1230,FELDMANN Karsten Larsen,NO,Team Coop - Repsol,12.0,https://www.procyclingstats.com/rider/karsten-larsen-feldmann
1231,TAKÁCS Zsombor Tamás,HU,MBH Bank Ballan CSB,12.0,https://www.procyclingstats.com/rider/zsombor-tamas-takacs
1232,VARGAS Dixon,PR,BKR Cycling Team,12.0,https://www.procyclingstats.com/rider/dixon-vargas
1233,KUERE NOUNAWE Rodrigue Eric,CM,SNH Vélo Club,12.0,https://www.procyclingstats.com/rider/rodrigue-eric-kuere-nounawe
1234,AMBROSINI Matteo,IT,MBH Bank Ballan CSB,12.0,https://www.procyclingstats.com/rider/matteo-ambrosini
1235,MONGES Jonathan Daniel,PY,,12.0,https://www.procyclingstats.com/rider/jonathan-daniel-monges-gonzalez
1236,HÄNNINEN Jaakko,FI,Nice Métropole Côte d'Azur,12.0,https://www.procyclingstats.com/rider/jaakko-hanninen
1237,DIVNIĆ Jovan,RS,,12.0,https://www.procyclingstats.com/rider/jovan-divnic
1238,MEEHAN Jamie,IE,AVC Aix Provence Dole,12.0,https://www.procyclingstats.com/rider/jamie-meehan
1239,TENDON Arnaud,CH,Elite Fondations Cycling Team,12.0,https://www.procyclingstats.com/rider/arnaud-tendon
1240,PLAMONDON Joel,CA,Team Marni-N'side,12.0,https://www.procyclingstats.com/rider/joel-plamondon
1241,YAMEOGO Saturnin,BF,,12.0,https://www.procyclingstats.com/rider/saturnin-yameogo
1242,KASTRATI Albion,XK,,12.0,https://www.procyclingstats.com/rider/albion-kastrati
1243,DONAIRE Alexander Jhunior,BO,Pío Rico Cycling Team,12.0,https://www.procyclingstats.com/rider/alexander-jhunior-donaire
1244,MAŁECKI Kamil,PL,Q36.5 Pro Cycling Team,12.0,https://www.procyclingstats.com/rider/kamil-malecki
1245,ÁLVAREZ Héctor,ES,Lidl - Trek Future Racing,12.0,https://www.procyclingstats.com/rider/hector-alvarez-martinez
1246,ZABELINSKIY Bogdan,CY,Atom 6 Bikes - Decca Continental Team,12.0,https://www.procyclingstats.com/rider/bogdan-zabelinskiy
1247,SVRČEK Martin,SK,Soudal Quick-Step,12.0,https://www.procyclingstats.com/rider/martin-svrcek
1248,ALREJJAL Mo'men,JO,,12.0,https://www.procyclingstats.com/rider/mo-men-alrejjal
1249,CEROVIĆ Goran,ME,,12.0,https://www.procyclingstats.com/rider/goran-cerovic
1250,LOPES Rúben,CV,,12.0,https://www.procyclingstats.com/rider/ruben-lopes
1251,ROJAS Brandon Alejandro,CO,GW Erco Shimano,11.0,https://www.procyclingstats.com/rider/brandon-alejandro-rojas-vega
1252,PHODINGAM Sakchai,TH,Grant Thornton Cycling Team,11.0,https://www.procyclingstats.com/rider/sakchai-phodingam
1253,MANCEBO Francisco,ES,Matrix Powertag,11.0,https://www.procyclingstats.com/rider/francisco-mancebo
1254,RAHIL Zouhair,MA,Sidi Ali - Unlock Team,11.0,https://www.procyclingstats.com/rider/zouhair-rahil
1255,GARCIA Carlos Alfonso,MX,Petrolike,11.0,https://www.procyclingstats.com/rider/carlos-alfonso-garcia-trejo
1256,RAMÍREZ Mateo Pablo,EC,UAE Team Emirates Gen Z,11.0,https://www.procyclingstats.com/rider/mateo-pablo-ramirez
1257,MARUKHIN Daniil,KZ,XDS Astana Development Team,11.0,https://www.procyclingstats.com/rider/daniil-marukhin
1258,ĐURIĆ Đorđe,RS,Team Solution Tech - Vini Fantini,11.0,https://www.procyclingstats.com/rider/dorde-duric
1259,DEWEIRDT Siebe,BE,Team Flanders - Baloise,11.0,https://www.procyclingstats.com/rider/siebe-deweirdt
1260,SUTTON Louis,GB,Euskaltel - Euskadi,11.0,https://www.procyclingstats.com/rider/louis-sutton
1261,WOOD Harrison,GB,Anicolor / Tien 21,11.0,https://www.procyclingstats.com/rider/harrison-wood
1262,ALUSTIZA Nicolás,ES,Euskaltel - Euskadi,11.0,https://www.procyclingstats.com/rider/nicolas-alustiza
1263,GUDNITZ Joshua,DK,Team ColoQuick,11.0,https://www.procyclingstats.com/rider/joshua-gudnitz
1264,FERNÁNDEZ Sinuhé,ES,Burgos Burpellet BH,11.0,https://www.procyclingstats.com/rider/sinuhe-fernandez-rodriguez
1265,MONTERROSO Dorian,GT,Hino-One-La red-Suzuki,11.0,https://www.procyclingstats.com/rider/dorian-monterroso
1266,MÄEUIBO Markus,EE,Charvieu Chavagneux Isère Cyclisme,11.0,https://www.procyclingstats.com/rider/markus-maeuibo
1267,ØXENBERG Peter,DK,,11.0,https://www.procyclingstats.com/rider/peter-oxenberg-hansen
1268,PRIETO José Antonio,MX,Petrolike,11.0,https://www.procyclingstats.com/rider/jose-antonio-prieto
1269,NEAVES Jadian,TT,,11.0,https://www.procyclingstats.com/rider/jadian-neaves
1270,AUTRAN José Eduardo,CL,Sindicato de Empleados Públicos of San Juan,11.0,https://www.procyclingstats.com/rider/jose-eduardo-autran-carrillo
1271,SAVINO Federico,IT,Soudal Quick-Step Devo Team,11.0,https://www.procyclingstats.com/rider/federico-savino
1272,RETEGI Mikel,ES,Equipo Kern Pharma,11.0,https://www.procyclingstats.com/rider/mikel-retegi
1273,VAN DEN BOER Seppe,BE,Baloise Glowi Lions,11.0,https://www.procyclingstats.com/rider/seppe-van-den-boer
1274,FISCHER Robin,DE,Team Storck - Metropol Cycling,11.0,https://www.procyclingstats.com/rider/robin-fischer
1275,RABOUDE Jeremy,MU,,11.0,https://www.procyclingstats.com/rider/jeremy-raboude
1276,MENSAH Ezer,BJ,Team Baobab World Cola,11.0,https://www.procyclingstats.com/rider/ezer-mensah
1277,AGROTIS Alexandros,CY,Matrix Powertag,11.0,https://www.procyclingstats.com/rider/alexandros-agrotis
1278,WILLIAMS Stephen,GB,Israel - Premier Tech,10.0,https://www.procyclingstats.com/rider/stephen-williams
1279,BLEDDYN Oliver,AU,Atom 6 Bikes - Decca Continental Team,10.0,https://www.procyclingstats.com/rider/oliver-bleddyn
1280,STELLA Davide,IT,UAE Team Emirates Gen Z,10.0,https://www.procyclingstats.com/rider/davide-stella
1281,KRUGER Casper,ZA,Team Honeycomb 226ers,10.0,https://www.procyclingstats.com/rider/casper-kruger
1282,REMKHE Andrey,KZ,Tianyoude Hotel Cycling Team,10.0,https://www.procyclingstats.com/rider/andrey-remkhe
1283,FRANCISCO Jude Gabriel,PH,Victoria Sports Pro Cycling,10.0,https://www.procyclingstats.com/rider/jude-gabriel-francisco
1284,KONIJN Alexander,NL,Nice Métropole Côte d'Azur,10.0,https://www.procyclingstats.com/rider/alexander-konijn
1285,LI Yuheng,CN,China Anta - Mentech Cycling Team,10.0,https://www.procyclingstats.com/rider/yuheng-li
1286,PALZER Anton,DE,Red Bull - BORA - hansgrohe,10.0,https://www.procyclingstats.com/rider/anton-palzer
1287,CARTHY Hugh,GB,EF Education - EasyPost,10.0,https://www.procyclingstats.com/rider/hugh-carthy
1288,NOVAK Domen,SI,UAE Team Emirates - XRG,10.0,https://www.procyclingstats.com/rider/domen-novak
1289,POLLEFLIET Gianluca,BE,Decathlon AG2R La Mondiale Team,10.0,https://www.procyclingstats.com/rider/gianluca-pollefliet
1290,LUCERO Jericho,PH,Go For Gold Philippines,10.0,https://www.procyclingstats.com/rider/jericho-lucero
1291,VAN GESTEL Dries,BE,Soudal Quick-Step,10.0,https://www.procyclingstats.com/rider/dries-van-gestel
1292,HVIDEBERG Jonas Hem,NO,Uno-X Mobility,10.0,https://www.procyclingstats.com/rider/jonas-hem-hvideberg
1293,GELEIJN Owen,NL,Unibet Tietema Rockets,10.0,https://www.procyclingstats.com/rider/owen-geleijn
1294,FROIDEVAUX Robin,CH,Tudor Pro Cycling Team,10.0,https://www.procyclingstats.com/rider/robin-froidevaux
1295,KELEMEN Petr,CZ,Tudor Pro Cycling Team,10.0,https://www.procyclingstats.com/rider/petr-kelemen
1296,GOEMAN Jonas,BE,Tarteletto - Isorex,10.0,https://www.procyclingstats.com/rider/jonas-goeman
1297,GAZE Samuel,NZ,Alpecin - Deceuninck,10.0,https://www.procyclingstats.com/rider/samuel-gaze
1298,LAUK Karl Patrick,EE,Quick Pro Team,10.0,https://www.procyclingstats.com/rider/karl-patrick-lauk
1299,MEO Felix James,NZ,Team Solution Tech - Vini Fantini,10.0,https://www.procyclingstats.com/rider/felix-james-meo
1300,MENGHINI Alessio,IT,General Store - Essegibi - F.Lli Curia,10.0,https://www.procyclingstats.com/rider/alessio-menghini
1301,VAN BELLE Loe,NL,Team Visma | Lease a Bike,10.0,https://www.procyclingstats.com/rider/loe-van-belle
1302,GERITS Vince,BE,Team Flanders - Baloise,10.0,https://www.procyclingstats.com/rider/vince-gerits
1303,SOUPE Geoffrey,FR,Team TotalEnergies,10.0,https://www.procyclingstats.com/rider/geoffrey-soupe
1304,HEMING Miká,DE,Tudor Pro Cycling Team,10.0,https://www.procyclingstats.com/rider/mika-heming
1305,BLOEM Joren,NL,Unibet Tietema Rockets,10.0,https://www.procyclingstats.com/rider/joren-bloem2
1306,WELTEN Bram,NL,Team Picnic PostNL,10.0,https://www.procyclingstats.com/rider/bram-welten
1307,PETIT Adrien,FR,Intermarché - Wanty,10.0,https://www.procyclingstats.com/rider/adrien-petit
1308,OTTEMA Rick,NL,Diftar Continental Cyclingteam,10.0,https://www.procyclingstats.com/rider/rick-ottema
1309,KIM Jinwoong,KR,KSPO Professional,10.0,https://www.procyclingstats.com/rider/jinwoong-kim
1310,VAN BEKKUM Darren,NL,XDS Astana Team,10.0,https://www.procyclingstats.com/rider/darren-van-bekkum
1311,FRAILE Omar,ES,INEOS Grenadiers,10.0,https://www.procyclingstats.com/rider/omar-fraile
1312,FAURE PROST Alexy,FR,Intermarché - Wanty,10.0,https://www.procyclingstats.com/rider/alexy-faure-prost
1313,DE MARCHI Alessandro,IT,Team Jayco AlUla,10.0,https://www.procyclingstats.com/rider/alessandro-de-marchi
1314,DHONDT Robbe,BE,Team Picnic PostNL,10.0,https://www.procyclingstats.com/rider/robbe-dhondt
1315,GRELLIER Fabien,FR,Team TotalEnergies,10.0,https://www.procyclingstats.com/rider/fabien-grellier
1316,JULAJUJ Alex Rony,GT,RedHook Guatemala,10.0,https://www.procyclingstats.com/rider/rony-julajuj
1317,ROOSEN Timo,NL,Team Picnic PostNL,10.0,https://www.procyclingstats.com/rider/timo-roosen
1318,PERON Andrea,IT,Team Novo Nordisk,10.0,https://www.procyclingstats.com/rider/andrea-peron
1319,ALSABBAGH Ali,AE,,10.0,https://www.procyclingstats.com/rider/ali-alsabbagh
1320,NAVAS Kevin,EC,Petrolike,10.0,https://www.procyclingstats.com/rider/kevin-navas-paredes
1321,ASCOTT George,ZW,,10.0,https://www.procyclingstats.com/rider/george-ascott
1322,NOVOA Leonidas Sebastián,EC,,10.0,https://www.procyclingstats.com/rider/leonidas-sebastian-novoa
1323,MEDWAY Jackson,AU,Tudor Pro Cycling Team U23,10.0,https://www.procyclingstats.com/rider/jackson-medway
1324,HOFBAUER Philipp,AT,WSA KTM Graz,10.0,https://www.procyclingstats.com/rider/philipp-hofbauer
1325,BIAGINI Federico,IT,VF Group - Bardiani CSF - Faizanè,10.0,https://www.procyclingstats.com/rider/federico-biagini
1326,JØLVING Otto Schultz,DK,Team ColoQuick,10.0,https://www.procyclingstats.com/rider/otto-schultz-jolving
1327,HOOGENDOORN Roy,NL,Metec - SOLARWATT p/b Mantel,10.0,https://www.procyclingstats.com/rider/roy-hoogendoorn
1328,FARFAN Sergio,PE,,10.0,https://www.procyclingstats.com/rider/sergio-farfan
1329,GARCIA Estiven,CO,Team Sistecredito,10.0,https://www.procyclingstats.com/rider/estiven-garcia
1330,HUYET Baptiste,FR,Unibet Tietema Rockets,10.0,https://www.procyclingstats.com/rider/baptiste-huyet
1331,BOYLE Evan,US,Hagens Berman Jayco,10.0,https://www.procyclingstats.com/rider/evan-boyle
1332,VATAN Amir Hossein,IR,Vride,10.0,https://www.procyclingstats.com/rider/amir-hossein-vatan
1333,FIETZKE Paul,DE,Red Bull - BORA - hansgrohe Rookies,10.0,https://www.procyclingstats.com/rider/paul-fietzke
1334,CISSÉ Isiaka,CI,,10.0,https://www.procyclingstats.com/rider/isiaka-cisse
1335,MÜNZER Jan,DE,Team Storck - Metropol Cycling,10.0,https://www.procyclingstats.com/rider/jan-munzer
1336,ROSTOVTSEV Sergey,RU,Shenzhen Kung Cycling Team,10.0,https://www.procyclingstats.com/rider/sergey-rostovtsev
1337,SILLANKORVA Jaakko,FI,UN Cycling Team x Pyörävarikko,10.0,https://www.procyclingstats.com/rider/jaakko-sillankorva
1338,GREEN Essiel,DM,,10.0,https://www.procyclingstats.com/rider/essiel-green
1339,HYSA Henri,AL,Cyklotym Havířov - Tirana,10.0,https://www.procyclingstats.com/rider/henri-hysa
1340,DELGADO David,ES,Burgos Burpellet BH,10.0,https://www.procyclingstats.com/rider/david-delgado
1341,SOWOU Rémi,BJ,,10.0,https://www.procyclingstats.com/rider/remi-sowou
1342,VILLALOBOS Rodolfo,CR,,10.0,https://www.procyclingstats.com/rider/rodolfo-villalobos
1343,BUTA Catalin,RO,MENtoRISE Teem CCN,10.0,https://www.procyclingstats.com/rider/catalin-buta
1344,TONG Khoon Fung Thomas,SG,,10.0,https://www.procyclingstats.com/rider/khoon-fung-thomas-tong
1345,MAHER Habouriya,TN,,10.0,https://www.procyclingstats.com/rider/habouriya-maher
1346,YAMAMOTO Genki,JP,Kinan Racing Team,10.0,https://www.procyclingstats.com/rider/genki-yamamoto
1347,CHEANG Shing Hei,MO,,10.0,https://www.procyclingstats.com/rider/shing-hei-cheang
1348,KAMOLOV Avazbek,UZ,,10.0,https://www.procyclingstats.com/rider/avazbek-kamolov
1349,LIM Jongwon,KR,LX Cycling Team,10.0,https://www.procyclingstats.com/rider/jongwon-lim
1350,MUZI Shabangu,SZ,,10.0,https://www.procyclingstats.com/rider/shabangu-muzi
1351,SILVA Pedro,PT,Anicolor / Tien 21,10.0,https://www.procyclingstats.com/rider/pedro-silva1
1352,HOVORUN Mykola,UA,Ukraine Cycling Team,10.0,https://www.procyclingstats.com/rider/mykola-hovorun
1353,TESHOME HAGOS Meron,ER,Madar Pro Cycling Team,10.0,https://www.procyclingstats.com/rider/meron-teshome
1354,PINTO Luis,VE,,10.0,https://www.procyclingstats.com/rider/luis-pinto
1355,NGENDAHAYO Jeremie,RW,May Stars,10.0,https://www.procyclingstats.com/rider/jeremie-ngendahayo
1356,GUDIŠKIS Eimantas,LT,,10.0,https://www.procyclingstats.com/rider/eimantas-gudiskis
1357,VASQUEZ Adolfo,GT,Muni Fraijanes,10.0,https://www.procyclingstats.com/rider/adolfo-vasquez
1358,SSEKANWAGI Jordan Schleck,UG,Team Amani,10.0,https://www.procyclingstats.com/rider/jordan-schleck-ssekanwagi
1359,BOLOR-ERDENE Enkhtaivan,MN,Huansheng - Vonoa - Taishan Sport Team,10.0,https://www.procyclingstats.com/rider/enkhtaivan-bolor-erdene
1360,REDAE Bizay Tesfu,ET,,10.0,https://www.procyclingstats.com/rider/bizay-redae
1361,POLANCO Steven,DO,Team La Romana,10.0,https://www.procyclingstats.com/rider/steven-polanco
1362,CARCAMO Diego,SV,,10.0,https://www.procyclingstats.com/rider/diego-carcamo
1363,WHITTAKER Alexander,AG,,10.0,https://www.procyclingstats.com/rider/alexander-whittaker1
1364,DE OLIVEIRA Cainã Guimarães,BR,,10.0,https://www.procyclingstats.com/rider/caina-guimaraes-de-oliveira
1365,WYSEURE Joran,BE,Alpecin-Deceuninck Development Team,10.0,https://www.procyclingstats.com/rider/joran-wyseure
1366,LEMPE Motlatsi,LS,,9.0,https://www.procyclingstats.com/rider/motlatsi-lempe
1367,MAHROUG Kamal,MA,Agadir Vélo Propulsion,9.0,https://www.procyclingstats.com/rider/kamal-mahroug
1368,VERBURG Luke,NL,Parkhotel Valkenburg,9.0,https://www.procyclingstats.com/rider/luke-verburg
1369,ESPINOZA Bolivar,PA,,9.0,https://www.procyclingstats.com/rider/bolivar-espinoza-serrano
1370,HEIDEMANN Miguel,DE,REMBE | rad-net,9.0,https://www.procyclingstats.com/rider/miguel-heidemann
1371,MALMBERG Matias,DK,AIRTOX - Carl Ras,9.0,https://www.procyclingstats.com/rider/matias-malmberg
1372,MARCHAND Gianni,BE,Tarteletto - Isorex,9.0,https://www.procyclingstats.com/rider/gianni-marchand
1373,KYFFIN Zeb,GB,Unibet Tietema Rockets,9.0,https://www.procyclingstats.com/rider/zeb-kyffin
1374,MATTIO Pietro,IT,Team Visma | Lease a Bike Development,9.0,https://www.procyclingstats.com/rider/pietro-mattio
1375,CLYNHENS Toon,BE,Team Flanders - Baloise,9.0,https://www.procyclingstats.com/rider/toon-clynhens
1376,CLASSEN Caleb,US,Project Echelon Racing,9.0,https://www.procyclingstats.com/rider/caleb-classen
1377,LÓPEZ Robinson Fabián,CO,GW Erco Shimano,9.0,https://www.procyclingstats.com/rider/robinson-fabian-lopez
1378,SANCHO José Pablo,CR,Colono Bikestation Kölbi,9.0,https://www.procyclingstats.com/rider/jose-sancho
1379,GOLLIKER Joshua,GB,EF Education - Aevolo,9.0,https://www.procyclingstats.com/rider/joshua-golliker
1380,SOLEN Keije,NL,Wanty - Nippo - ReUz,9.0,https://www.procyclingstats.com/rider/keije-solen
1381,DARBELLAY Valentin,CH,Elite Fondations Cycling Team,9.0,https://www.procyclingstats.com/rider/valentin-darbellay
1382,PRONSKIY Daniil,KZ,Team Vino - North Qazaqstan Region,9.0,https://www.procyclingstats.com/rider/daniil-pronskiy
1383,ATTAI Corneil Kokou,BJ,,9.0,https://www.procyclingstats.com/rider/corneil-kokou-attai
1384,WALTERS Sydney,GD,,9.0,https://www.procyclingstats.com/rider/sydney-walters
1385,HAILEMARYAM Gereziher Geremedhin,ET,,9.0,https://www.procyclingstats.com/rider/gereziher-geremedhin-hailemaryam
1386,JOO Daeyeong,KR,Gapyeong Cycling Team,9.0,https://www.procyclingstats.com/rider/daeyeong-joo
1387,BATMUNKH Maral-Erdene,MN,Roojai Insurance,9.0,https://www.procyclingstats.com/rider/maral-erdene-batmunkh
1388,MAULIDAN Muhammad,ID,,9.0,https://www.procyclingstats.com/rider/muhammad-maulidan
1389,PETROV Yordan,BG,Hemus Troyan,9.0,https://www.procyclingstats.com/rider/yordan-petrov1
1390,AHLSSON Jonathan,SE,Motala AIF Continental,9.0,https://www.procyclingstats.com/rider/jonathan-ahlsson
1391,LUCCA Riccardo,IT,Karcag Cycling ÉPKAR Team,9.0,https://www.procyclingstats.com/rider/riccardo-lucca
1392,SEQUERA Pedro,VE,,8.0,https://www.procyclingstats.com/rider/pedro-sequera
1393,STRAVERS Jarri,NL,Universe Cycling Team,8.0,https://www.procyclingstats.com/rider/jarri-stravers
1394,AUGUST Andrew,US,INEOS Grenadiers,8.0,https://www.procyclingstats.com/rider/andrew-august
1395,CASTILLO Kevin David,CO,Team Sistecredito,8.0,https://www.procyclingstats.com/rider/kevin-david-castillo-miranda
1396,GESBERT Élie,FR,Arkéa - B&B Hotels,8.0,https://www.procyclingstats.com/rider/elie-gesbert
1397,PASCUAL Joshua,PH,7Eleven Cliqq Roadbike Philippines,8.0,https://www.procyclingstats.com/rider/joshua-pascual
1398,VAN DER TUUK Danny,PL,Euskaltel - Euskadi,8.0,https://www.procyclingstats.com/rider/danny-van-der-tuuk
1399,VAN KERCKHOVE Matisse,BE,Team Visma | Lease a Bike Development,8.0,https://www.procyclingstats.com/rider/matisse-van-kerckhove
1400,KLARIS Magnus Bak,DK,AIRTOX - Carl Ras,8.0,https://www.procyclingstats.com/rider/magnus-bak-klaris
1401,FORSTER Lars,CH,Thömus | WindowMaster by Wyss Training,8.0,https://www.procyclingstats.com/rider/lars-forster
1402,CAPRA Thomas,IT,Bahrain Victorious Development Team,8.0,https://www.procyclingstats.com/rider/thomas-capra
1403,VAN ROOY Kenneth,BE,Wagner Bazin WB,8.0,https://www.procyclingstats.com/rider/kenneth-van-rooy
1404,CATALDO Lorenzo,IT,Gragnano Sporting Club,8.0,https://www.procyclingstats.com/rider/lorenzo-cataldo
1405,MERIS Sergio,IT,Unibet Tietema Rockets,8.0,https://www.procyclingstats.com/rider/sergio-meris
1406,ARRIOLA-BENGOA Julen,ES,Caja Rural - Seguros RGA,8.0,https://www.procyclingstats.com/rider/julen-arriola-bengoa-beitia
1407,GUZZO Federico,IT,S.C. Padovani Polo Cherry Bank,8.0,https://www.procyclingstats.com/rider/federico-guzzo
1408,BONILLO Iker,ES,Euskaltel - Euskadi,8.0,https://www.procyclingstats.com/rider/iker-bonillo-martin
1409,MOYANO Tomás,AR,Bialini Team Global,8.0,https://www.procyclingstats.com/rider/tomas-moyano
1410,ALBA Juan Diego,CO,Nu Colombia,8.0,https://www.procyclingstats.com/rider/juan-diego-alba
1411,CARDONA Julián,CO,Team Medellín - EPM,8.0,https://www.procyclingstats.com/rider/julian-cardona-tabares
1412,VANÍČEK Šimon,CZ,ATT Investments,8.0,https://www.procyclingstats.com/rider/simon-vanicek
1413,SILVA Joaquim,PT,Efapel Cycling,8.0,https://www.procyclingstats.com/rider/joaquim-silva
1414,EMİŞCİ Ferhat,TR,Spor Toto Cycling Team,8.0,https://www.procyclingstats.com/rider/ferhat-emisci
1415,KOSTAŃSKI Mateusz,PL,Voster ATS Team,8.0,https://www.procyclingstats.com/rider/mateusz-kostanski
1416,KLISMETS Kārlis,LV,Energus Cycling Team,8.0,https://www.procyclingstats.com/rider/karlis-klismets
1417,BOCK Max,DE,Equipe continentale Groupama-FDJ,8.0,https://www.procyclingstats.com/rider/max-bock
1418,BIEHL Kevin,DK,General Store - Essegibi - F.Lli Curia,8.0,https://www.procyclingstats.com/rider/kevin-biehl
1419,TIENTCHEU Michel Boris,CM,,8.0,https://www.procyclingstats.com/rider/michel-boris-tientcheu
1420,DE ROSSI Lucas,FR,China Anta - Mentech Cycling Team,8.0,https://www.procyclingstats.com/rider/lucas-de-rossi
1421,HILLEN Michiel,BE,Baloise Glowi Lions,8.0,https://www.procyclingstats.com/rider/michiel-hillen
1422,SCALA JR Hugo,US,Project Echelon Racing,8.0,https://www.procyclingstats.com/rider/hugo-scala-jr
1423,VIVIANI Attilio,IT,Team Solution Tech - Vini Fantini,8.0,https://www.procyclingstats.com/rider/attilio-viviani
1424,CABRAL Helker,CV,,8.0,https://www.procyclingstats.com/rider/helker-cabral
1425,ZAHÁLKA Štěpán,CZ,Elkov - Kasper,8.0,https://www.procyclingstats.com/rider/stepan-zahalka
1426,TORRES Edwin Yair,VE,,7.0,https://www.procyclingstats.com/rider/edwin-torres
1427,LADNGERN Peerapong,TH,Roojai Insurance,7.0,https://www.procyclingstats.com/rider/peerapong-ladngern
1428,QUINTEROS Alexis Benjamin,EC,,7.0,https://www.procyclingstats.com/rider/alexis-benjamin-quinteros
1429,KAPLAN Emre,TR,CNC Cycling Team,7.0,https://www.procyclingstats.com/rider/emre-kaplan
1430,LI Zhen,CN,China Anta - Mentech Cycling Team,7.0,https://www.procyclingstats.com/rider/zhen-li
1431,ASCONEGUY Roderyck,UY,,7.0,https://www.procyclingstats.com/rider/roderyck-asconeguy
1432,LOUBSER Daniel,ZA,,7.0,https://www.procyclingstats.com/rider/daniel-loubser
1433,MIMOUNI Oussama Abdellah,DZ,Madar Pro Cycling Team,7.0,https://www.procyclingstats.com/rider/oussama-abdellah-mimouni
1434,MUHAMMAD Shan,PK,,7.0,https://www.procyclingstats.com/rider/shan-muhammad
1435,ANWAR Muhammad Ismail,PK,,7.0,https://www.procyclingstats.com/rider/muhammad-ismail-anwar
1436,PAREJA Nichol Blanca,PH,Victoria Sports Pro Cycling,7.0,https://www.procyclingstats.com/rider/nichol-blanca-pareja
1437,SAMBINELLO Enea,IT,UAE Team Emirates Gen Z,7.0,https://www.procyclingstats.com/rider/enea-sambinello
1438,LIZARDO Jeremy,PH,Standard Insurance PHI,7.0,https://www.procyclingstats.com/rider/jeremy-lizardo
1439,MUGISHA Moise,RW,,7.0,https://www.procyclingstats.com/rider/moise-mugisha
1440,STENSBY Anton,NO,Team Coop - Repsol,7.0,https://www.procyclingstats.com/rider/anton-stensby
1441,GRISEL Matys,FR,Lotto Development Team,7.0,https://www.procyclingstats.com/rider/matys-grisel
1442,MEIJERS Jeroen,NL,Victoria Sports Pro Cycling,7.0,https://www.procyclingstats.com/rider/jeroen-meijers
1443,VAN BYLEN Liam,BE,Lotto Development Team,7.0,https://www.procyclingstats.com/rider/liam-van-bylen
1444,SHAKOTKO Aleksandr,RU,FNIX - SCOM - Hengxiang Cycling Team,7.0,https://www.procyclingstats.com/rider/aleksandr-shakotko
1445,ANTUNES Tiago,PT,Efapel Cycling,7.0,https://www.procyclingstats.com/rider/tiago-antunes
1446,PUTZ Sebastian,AT,Red Bull - BORA - hansgrohe Rookies,7.0,https://www.procyclingstats.com/rider/sebastian-putz
1447,RAMSAY Noah,CA,Alpecin-Deceuninck Development Team,7.0,https://www.procyclingstats.com/rider/noah-ramsay
1448,RABINAL Darío Emmanuel,GT,Asociacion de Chimaltenango,7.0,https://www.procyclingstats.com/rider/dario-emmanuel-rabinal
1449,ROTTMANN Jonathan Malte,DE,REMBE | rad-net,7.0,https://www.procyclingstats.com/rider/jonathan-malte-rottmann
1450,ALHAMMADI Sultan Hassan,AE,,7.0,https://www.procyclingstats.com/rider/sultan-hassan-alhammadi
1451,ROWE Elliot,GB,Team Visma | Lease a Bike Development,7.0,https://www.procyclingstats.com/rider/elliot-rowe
1452,ARIAS Facundo,CL,,7.0,https://www.procyclingstats.com/rider/facundo-arias-chavez
1453,SHOKO Prince,ZW,,7.0,https://www.procyclingstats.com/rider/prince-shoko
1454,BRUNO Andrea Alfio,IT,Team Hopplà,7.0,https://www.procyclingstats.com/rider/andrea-alfio-bruno
1455,ELSENFAWI Ahmed,EG,,7.0,https://www.procyclingstats.com/rider/ahmed-elsenfawi
1456,BAKR Mahmoud,EG,,7.0,https://www.procyclingstats.com/rider/mahmoud-bakr
1457,CHIKWAKA Andrew,ZW,,7.0,https://www.procyclingstats.com/rider/andrew-chikwaka
1458,HICKS Dylan,GB,Raptor Factory Racing,7.0,https://www.procyclingstats.com/rider/dylan-hicks
1459,ARRIAGADA Cristian,CL,,7.0,https://www.procyclingstats.com/rider/cristian-arriagada
1460,DOCKX Aaron,BE,Alpecin-Deceuninck Development Team,7.0,https://www.procyclingstats.com/rider/aaron-dockx
1461,THIRÉ Jonathan,FR,,7.0,https://www.procyclingstats.com/rider/jonathan-thire
1462,GÓMEZ Fausto Agustin,AR,Sindicato de Empleados Públicos of San Juan,7.0,https://www.procyclingstats.com/rider/fausto-agustin-gomez
1463,QUISPE Alaín Rossbel,PE,,7.0,https://www.procyclingstats.com/rider/alain-quispe
