rank,name,nationality,team,points,rider_url
490,HATHERLY Alan,ZA,Team Jayco AlUla,63.0,https://www.procyclingstats.com/rider/alan-hatherly
491,DALBY Simon,DK,Uno-X Mobility,63.0,https://www.procyclingstats.com/rider/simon-dalby
492,MAISONOBE Sam,FR,Cofidis,63.0,https://www.procyclingstats.com/rider/sam-maisonobe
493,DUNBAR Eddie,IE,Team Jayco AlUla,62.0,https://www.procyclingstats.com/rider/edward-irl-dunbar
494,DOULL Owain,GB,EF Education - EasyPost,62.0,https://www.procyclingstats.com/rider/owain-doull
495,RYAN Archie,IE,EF Education - EasyPost,62.0,https://www.procyclingstats.com/rider/archie-ryan
496,ABERASTURI Jon,ES,Euskaltel - Euskadi,62.0,https://www.procyclingstats.com/rider/jon-aberasturi
497,NYCH Artem,RU,Anicolor / Tien 21,62.0,https://www.procyclingstats.com/rider/artem-nych
498,MÜHLBERGER Gregor,AT,Movistar Team,61.0,https://www.procyclingstats.com/rider/gregor-muhlberger
499,GUERNALEC Thibault,FR,Arkéa - B&B Hotels,61.0,https://www.procyclingstats.com/rider/thibault-guernalec
500,VAN DER TUUK Axel,NL,Metec - SOLARWATT p/b Mantel,61.0,https://www.procyclingstats.com/rider/axel-van-der-tuuk
501,MAAS Jan,NL,Cofidis,60.0,https://www.procyclingstats.com/rider/jan-maas
502,VAN DER HOORN Taco,NL,Intermarché - Wanty,60.0,https://www.procyclingstats.com/rider/taco-van-der-hoorn
503,CAICEDO Jonathan Klever,EC,Petrolike,60.0,https://www.procyclingstats.com/rider/jonathan-klever-caicedo
504,CRESCIOLI Ludovico,IT,Team Polti VisitMalta,60.0,https://www.procyclingstats.com/rider/ludovico-crescioli
505,IZAGIRRE Ion,ES,Cofidis,59.0,https://www.procyclingstats.com/rider/ion-izagirre
506,JANSE VAN RENSBURG Reinardt,ZA,,59.0,https://www.procyclingstats.com/rider/reinardt-janse-van-rensburg
507,HESTERS Jules,BE,Team Flanders - Baloise,59.0,https://www.procyclingstats.com/rider/jules-hesters
508,THORNLEY Callum,GB,Red Bull - BORA - hansgrohe Rookies,59.0,https://www.procyclingstats.com/rider/callum-thornley
509,VERSTRYNGE Emiel,BE,Alpecin - Deceuninck,59.0,https://www.procyclingstats.com/rider/emiel-verstrynge
510,O'BRIEN Kelland,AU,Team Jayco AlUla,58.0,https://www.procyclingstats.com/rider/kelland-brien
511,VAN ENGELEN Adne,NL,Terengganu Cycling Team,58.0,https://www.procyclingstats.com/rider/adne-van-engelen
512,JUNGELS Bob,LU,INEOS Grenadiers,58.0,https://www.procyclingstats.com/rider/bob-jungels
513,SOSA Iván Ramiro,CO,Equipo Kern Pharma,58.0,https://www.procyclingstats.com/rider/ivan-ramiro-sosa
514,CAVAGNA Rémi,FR,Groupama - FDJ,58.0,https://www.procyclingstats.com/rider/remi-cavagna
515,COSTA Rui,PT,EF Education - EasyPost,58.0,https://www.procyclingstats.com/rider/rui-costa
516,BURGAUDEAU Mathieu,FR,Team TotalEnergies,58.0,https://www.procyclingstats.com/rider/mathieu-burgaudeau
517,DEGENKOLB John,DE,Team Picnic PostNL,58.0,https://www.procyclingstats.com/rider/john-degenkolb
518,DINA Márton,HU,Euskaltel - Euskadi,58.0,https://www.procyclingstats.com/rider/marton-dina
519,HEREMANS Joppe,BE,VolkerWessels Cycling Team,58.0,https://www.procyclingstats.com/rider/joppe-heremans
520,MULLEN Ryan,IE,Red Bull - BORA - hansgrohe,57.0,https://www.procyclingstats.com/rider/ryan-mullen
521,CAMARGO Diego Andrés,CO,Team Medellín - EPM,57.0,https://www.procyclingstats.com/rider/diego-andres-camargo
522,KOPECKÝ Tomáš,CZ,Unibet Tietema Rockets,57.0,https://www.procyclingstats.com/rider/tomas-kopecky
523,SWEENY Harry,AU,EF Education - EasyPost,57.0,https://www.procyclingstats.com/rider/harry-sweeny
524,CONTRERAS Rodrigo,CO,Nu Colombia,57.0,https://www.procyclingstats.com/rider/rodrigo-contreras
525,PICKERING Finlay,GB,Bahrain - Victorious,57.0,https://www.procyclingstats.com/rider/finlay-pickering
526,EULÁLIO Afonso,PT,Bahrain - Victorious,56.0,https://www.procyclingstats.com/rider/afonso-eulalio
527,URIARTE Diego,ES,Equipo Kern Pharma,56.0,https://www.procyclingstats.com/rider/diego-uriarte-belzunegi
528,GHEBREIGZABHIER Amanuel,ER,Lidl - Trek,56.0,https://www.procyclingstats.com/rider/amanuel-ghebreigzabhier
529,LEONARD Michael,CA,INEOS Grenadiers,56.0,https://www.procyclingstats.com/rider/michael-leonard1
530,SEYFOLLAHIFARD Hasan,IR,Tianyoude Hotel Cycling Team,56.0,https://www.procyclingstats.com/rider/hasan-seyfollahifard
531,DONIE Milan,BE,Lotto Development Team,56.0,https://www.procyclingstats.com/rider/milan-donie
532,MARSMAN Tim,NL,VolkerWessels Cycling Team,56.0,https://www.procyclingstats.com/rider/tim-marsman
533,STEWART Mark,GB,Team Solution Tech - Vini Fantini,56.0,https://www.procyclingstats.com/rider/mark-stewart
534,MONK Cyrus,AU,FNIX - SCOM - Hengxiang Cycling Team,56.0,https://www.procyclingstats.com/rider/cyrus-monk
535,TERCERO Fernando,ES,Team Polti VisitMalta,56.0,https://www.procyclingstats.com/rider/fernando-tercero-lopez
536,BYSTRØM Sven Erik,NO,Groupama - FDJ,55.0,https://www.procyclingstats.com/rider/sven-erik-bystrom
537,EPIS Giosuè,IT,Arkéa - B&B Hotels,55.0,https://www.procyclingstats.com/rider/giosue-epis
538,BRUSTENGA Marc,ES,Equipo Kern Pharma,55.0,https://www.procyclingstats.com/rider/marc-brustenga-masague
539,DONNENWIRTH Tom,FR,Groupama - FDJ,55.0,https://www.procyclingstats.com/rider/tom-donnenwirth
540,BADILATTI Matteo,CH,Q36.5 Pro Cycling Team,55.0,https://www.procyclingstats.com/rider/matteo-badilatti
541,MILESI Lorenzo,IT,Movistar Team,55.0,https://www.procyclingstats.com/rider/lorenzo-milesi
542,ČERNÝ Josef,CZ,Soudal Quick-Step,55.0,https://www.procyclingstats.com/rider/josef-cerny
543,COPPENS Michiel,BE,BEAT Cycling Club,55.0,https://www.procyclingstats.com/rider/michiel-coppens
544,GUATIBONZA Jonathan,CO,Nu Colombia,55.0,https://www.procyclingstats.com/rider/jonathan-guatibonza
545,SCHRETTL Marco,AT,Tirol KTM Cycling Team,55.0,https://www.procyclingstats.com/rider/marco-schrettl
546,VAN DEN BERG Julius,NL,Team Picnic PostNL,54.0,https://www.procyclingstats.com/rider/julius-van-den-berg
547,DECOMBLE Maxime,FR,Equipe continentale Groupama-FDJ,54.0,https://www.procyclingstats.com/rider/maxime-decomble
548,ALBLOOSHI Rashid,AE,,54.0,https://www.procyclingstats.com/rider/rashid-alblooshi
549,SYELHAN Muhammad,ID,ASC Monsters Indonesia,54.0,https://www.procyclingstats.com/rider/muhammad-syelhan
550,SAMITIER Sergio,ES,Cofidis,54.0,https://www.procyclingstats.com/rider/sergio-samitier
551,LAAS Martin,EE,Quick Pro Team,54.0,https://www.procyclingstats.com/rider/martin-laas
552,SEVILLA Óscar,ES,Team Medellín - EPM,54.0,https://www.procyclingstats.com/rider/oscar-sevilla
553,LEEMREIZE Gijs,NL,Team Picnic PostNL,53.0,https://www.procyclingstats.com/rider/gijs-leemreize
554,EDMONDSON Alex,AU,Team Picnic PostNL,53.0,https://www.procyclingstats.com/rider/alexander-edmondson
555,VOISARD Yannis,CH,Tudor Pro Cycling Team,53.0,https://www.procyclingstats.com/rider/yannis-voisard
556,BJERG Mikkel,DK,UAE Team Emirates - XRG,53.0,https://www.procyclingstats.com/rider/mikkel-bjerg
557,VADER Milan,NL,Q36.5 Pro Cycling Team,53.0,https://www.procyclingstats.com/rider/milan-vader
558,VERVAEKE Louis,BE,Soudal Quick-Step,53.0,https://www.procyclingstats.com/rider/louis-vervaeke
559,WARBASSE Larry,US,Tudor Pro Cycling Team,53.0,https://www.procyclingstats.com/rider/lawrence-warbasse
560,RESELL Erik Nordsæter,NO,Uno-X Mobility,53.0,https://www.procyclingstats.com/rider/erik-nordsaeter-resell
561,SEPÚLVEDA Eduardo,AR,Lotto,53.0,https://www.procyclingstats.com/rider/eduardo-sepulveda
562,PARISINI Nicolò,IT,Q36.5 Pro Cycling Team,53.0,https://www.procyclingstats.com/rider/nicolo-parisini
563,CAMPRUBÍ Marcel,ES,Q36.5 Pro Cycling Team,53.0,https://www.procyclingstats.com/rider/marcel-camprubi
564,PETERS Nans,FR,Decathlon AG2R La Mondiale Team,53.0,https://www.procyclingstats.com/rider/nans-peters
565,CONSONNI Simone,IT,Lidl - Trek,52.0,https://www.procyclingstats.com/rider/simone-consonni
566,SÖDERQVIST Jakob,SE,Lidl - Trek Future Racing,52.0,https://www.procyclingstats.com/rider/jakob-soderqvist
567,YUN Jaebin,KR,Seoul Cycling Team,52.0,https://www.procyclingstats.com/rider/jaebin-yun
568,POLITT Nils,DE,UAE Team Emirates - XRG,52.0,https://www.procyclingstats.com/rider/nils-politt
569,SERRANO Gonzalo,ES,Movistar Team,52.0,https://www.procyclingstats.com/rider/gonzalo-serrano
570,STOKBRO Andreas,DK,Unibet Tietema Rockets,52.0,https://www.procyclingstats.com/rider/andreas-stokbro
571,HOPKINS Kaden,BM,Uni Sport Lamentinois,52.0,https://www.procyclingstats.com/rider/kaden-hopkins
572,CADENA Edgar David,MX,Petrolike,52.0,https://www.procyclingstats.com/rider/edgar-cadena
573,KRAGH ANDERSEN Søren,DK,Lidl - Trek,52.0,https://www.procyclingstats.com/rider/soren-kragh-andersen
574,GAVIRIA Fernando,CO,Movistar Team,51.0,https://www.procyclingstats.com/rider/fernando-gaviria
575,MARTÍ Pau,ES,Israel Premier Tech Academy,51.0,https://www.procyclingstats.com/rider/pau-marti-soriano
576,MEURISSE Xandro,BE,Alpecin - Deceuninck,51.0,https://www.procyclingstats.com/rider/xandro-meurisse
577,LIEPIŅŠ Emīls,LV,Q36.5 Pro Cycling Team,51.0,https://www.procyclingstats.com/rider/emils-liepins
578,BISIAUX Léo,FR,Decathlon AG2R La Mondiale Team,51.0,https://www.procyclingstats.com/rider/leo-bisiaux
579,PESCADOR Diego,CO,Movistar Team,50.0,https://www.procyclingstats.com/rider/diego-pescador
580,EENKHOORN Pascal,NL,Soudal Quick-Step,50.0,https://www.procyclingstats.com/rider/pascal-eenkhoorn
581,TAARAMÄE Rein,EE,Kinan Racing Team,50.0,https://www.procyclingstats.com/rider/rein-taaramae
582,PALETTI Luca,IT,VF Group - Bardiani CSF - Faizanè,50.0,https://www.procyclingstats.com/rider/luca-paletti
583,DE PESTEL Sander,BE,Decathlon AG2R La Mondiale Team,50.0,https://www.procyclingstats.com/rider/sander-de-pestel
584,YAMAMOTO Masaki,JP,JCL Team UKYO,50.0,https://www.procyclingstats.com/rider/masaki-yamamoto
585,GHYS Robbe,BE,Alpecin - Deceuninck,50.0,https://www.procyclingstats.com/rider/robbe-ghys
586,KRIEGER Alexander,DE,Tudor Pro Cycling Team,50.0,https://www.procyclingstats.com/rider/alexander-krieger
587,CAMPENAERTS Victor,BE,Team Visma | Lease a Bike,50.0,https://www.procyclingstats.com/rider/victor-campenaerts
588,SCALCO Matteo,IT,VF Group - Bardiani CSF - Faizanè,50.0,https://www.procyclingstats.com/rider/matteo-scalco
589,BARTHE Cyril,FR,Groupama - FDJ,50.0,https://www.procyclingstats.com/rider/cyril-barthe
590,LASTRA Jonathan,ES,Cofidis,50.0,https://www.procyclingstats.com/rider/jonathan-lastra
591,COLMAN Alex,BE,Team Flanders - Baloise,50.0,https://www.procyclingstats.com/rider/alex-colman
592,SINSCHEK Nils,NL,Parkhotel Valkenburg,50.0,https://www.procyclingstats.com/rider/nils-sinschek
593,WALSH Liam,AU,CCACHE x BODYWRAP,49.0,https://www.procyclingstats.com/rider/liam-walsh
594,PORTER Rudy,AU,,49.0,https://www.procyclingstats.com/rider/rudy-porter
595,MARRIAGE Zac,AU,7Eleven Cliqq Roadbike Philippines,49.0,https://www.procyclingstats.com/rider/zac-marriage
596,BOUGLAS Georgios,GR,Burgos Burpellet BH,49.0,https://www.procyclingstats.com/rider/georgios-bouglas
597,JOALLAND Yaël,FR,CIC - U - Nantes,49.0,https://www.procyclingstats.com/rider/yael-joalland
598,OTRUBA Jakub,CZ,Caja Rural - Seguros RGA,49.0,https://www.procyclingstats.com/rider/jakub-otruba
599,STÜSSI Colin,CH,Team Vorarlberg,49.0,https://www.procyclingstats.com/rider/colin-stussi
600,MILTIADIS Andreas,CY,Roojai Insurance,49.0,https://www.procyclingstats.com/rider/andreas-miltiadis
601,TJØTTA Martin,NO,Arkéa - B&B Hotels,48.0,https://www.procyclingstats.com/rider/martin-tjotta
602,SAMUDIO Carlos,PA,Team Solution Tech - Vini Fantini,48.0,https://www.procyclingstats.com/rider/carlos-samudio
603,SHMIDT Artem,US,INEOS Grenadiers,48.0,https://www.procyclingstats.com/rider/artem-shmidt
604,ARCHIBOLD Franklin,PA,,48.0,https://www.procyclingstats.com/rider/franklin-archibold
605,DONALDSON Robert,GB,Team Jayco AlUla,47.0,https://www.procyclingstats.com/rider/robert-donaldson
606,FLYNN Sean,GB,Team Picnic PostNL,47.0,https://www.procyclingstats.com/rider/sean-flynn
607,HEIDUK Kim,DE,INEOS Grenadiers,47.0,https://www.procyclingstats.com/rider/kim-heiduk
608,PAREDES Wilmar,CO,Team Medellín - EPM,47.0,https://www.procyclingstats.com/rider/wilmar-paredes
609,MOSCA Jacopo,IT,Lidl - Trek,46.0,https://www.procyclingstats.com/rider/jacopo-mosca
610,MOSCON Gianni,IT,Red Bull - BORA - hansgrohe,46.0,https://www.procyclingstats.com/rider/gianni-moscon
611,ROSLI Muhammad Nur Aiman Bin,MY,Terengganu Cycling Team,46.0,https://www.procyclingstats.com/rider/muhammad-nur-aiman-bin-rosli
612,LAFAY Victor,FR,Decathlon AG2R La Mondiale Team,46.0,https://www.procyclingstats.com/rider/victor-lafay
613,MÄRKL Niklas,DE,Team Picnic PostNL,46.0,https://www.procyclingstats.com/rider/niklas-markl
614,HAMILTON Chris,AU,Team Picnic PostNL,46.0,https://www.procyclingstats.com/rider/chris-hamilton
615,BAIS Mattia,IT,Team Polti VisitMalta,46.0,https://www.procyclingstats.com/rider/mattia-bais
616,BIZKARRA Mikel,ES,Euskaltel - Euskadi,46.0,https://www.procyclingstats.com/rider/mikel-bizkarra
617,LINAREZ Leangel Rubén,VE,Tavfer-Ovos Matinados-Mortágua,46.0,https://www.procyclingstats.com/rider/leangel-linarez
618,ERIKSSON Lucas,SE,Tudor Pro Cycling Team,46.0,https://www.procyclingstats.com/rider/lucas-eriksson
619,HAMILTON Lucas,AU,INEOS Grenadiers,45.0,https://www.procyclingstats.com/rider/lucas-hamilton
620,CLARKE Simon,AU,Israel - Premier Tech,45.0,https://www.procyclingstats.com/rider/simon-clarke
621,HAMDAN Wan Abdul Rahman,MY,Terengganu Cycling Team,45.0,https://www.procyclingstats.com/rider/wan-abdul-rahman-hamdan
622,TONEATTI Davide,IT,XDS Astana Team,45.0,https://www.procyclingstats.com/rider/davide-toneatti
623,KHALMURATOV Muradjan,UZ,OU7 Cycling Team,45.0,https://www.procyclingstats.com/rider/muradjan-khalmuratov
624,FERNÁNDEZ Miguel Ángel,ES,Equipo Kern Pharma,45.0,https://www.procyclingstats.com/rider/miguel-angel-fernandez-ruiz
625,KIRSCH Alex,LU,Lidl - Trek,45.0,https://www.procyclingstats.com/rider/alex-kirsch
626,DE CASSAN Davide,IT,Team Polti VisitMalta,45.0,https://www.procyclingstats.com/rider/davide-de-cassan
627,ROLLAND Brieuc,FR,Groupama - FDJ,45.0,https://www.procyclingstats.com/rider/brieuc-rolland
628,ZWIEHOFF Ben,DE,Red Bull - BORA - hansgrohe,44.0,https://www.procyclingstats.com/rider/ben-zwiehoff
629,BARBIER Pierre,FR,Wagner Bazin WB,44.0,https://www.procyclingstats.com/rider/pierre-barbier
630,TRATNIK Jan,SI,Red Bull - BORA - hansgrohe,44.0,https://www.procyclingstats.com/rider/jan-tratnik
631,CURRIE Logan,NZ,Lotto,44.0,https://www.procyclingstats.com/rider/logan-currie
632,KHADBAATAR Temuulen,MN,Nusantara - BYC,44.0,https://www.procyclingstats.com/rider/temuulen-khadbaatar
633,KLUCKERS Arthur,LU,Tudor Pro Cycling Team,44.0,https://www.procyclingstats.com/rider/arthur-kluckers
634,GERMANI Lorenzo,IT,Groupama - FDJ,44.0,https://www.procyclingstats.com/rider/lorenzo-germani
635,MIKUTIS Aivaras,LT,Tudor Pro Cycling Team,44.0,https://www.procyclingstats.com/rider/aivaras-mikutis
636,GLIVAR Gal,SI,Alpecin - Deceuninck,43.0,https://www.procyclingstats.com/rider/gal-glivar
637,BURATTI Nicolò,IT,Bahrain - Victorious,43.0,https://www.procyclingstats.com/rider/nicolo-buratti
638,FENG Chun Kai,TW,Utsunomiya Blitzen,43.0,https://www.procyclingstats.com/rider/chun-kai-feng
639,FELIPE Marcelo,PH,Victoria Sports Pro Cycling,43.0,https://www.procyclingstats.com/rider/marcelo-felipe
640,MCLAY Daniel,GB,Team Visma | Lease a Bike,43.0,https://www.procyclingstats.com/rider/daniel-mclay
641,GUDMESTAD Tord,NO,Decathlon AG2R La Mondiale Team,43.0,https://www.procyclingstats.com/rider/tord-gudmestad
642,JACOBS Johan,CH,Groupama - FDJ,43.0,https://www.procyclingstats.com/rider/johan-jacobs
643,FUGLSANG Jakob,DK,,43.0,https://www.procyclingstats.com/rider/jakob-fuglsang
644,ERŽEN Žak,SI,Bahrain - Victorious,43.0,https://www.procyclingstats.com/rider/zak-erzen
645,BIESTERBOS Frits,NL,BEAT Cycling Club,43.0,https://www.procyclingstats.com/rider/frits-biesterbos
646,NØRTOFT Morten Aalling,DK,Team ColoQuick,43.0,https://www.procyclingstats.com/rider/morten-aalling-nortoft
647,KOTSAKIS Francisco,CL,Plus Performance - Solutos,43.0,https://www.procyclingstats.com/rider/francisco-kotsakis
648,KRIJNSEN Jelte,NL,Team Jayco AlUla,42.0,https://www.procyclingstats.com/rider/jelte-krijnsen
649,SOBRERO Matteo,IT,Red Bull - BORA - hansgrohe,42.0,https://www.procyclingstats.com/rider/matteo-sobrero
650,PHOUNSAVATH Ariya,LA,Roojai Insurance,42.0,https://www.procyclingstats.com/rider/ariya-phounsavath
651,REINDERS Elmar,NL,Team Jayco AlUla,42.0,https://www.procyclingstats.com/rider/elmar-reinders
652,DE JONG Timo,NL,VolkerWessels Cycling Team,42.0,https://www.procyclingstats.com/rider/timo-de-jong
653,MEENS Johan,BE,Wagner Bazin WB,42.0,https://www.procyclingstats.com/rider/johan-meens
654,MARTÍN Alex,ES,Team Polti VisitMalta,42.0,https://www.procyclingstats.com/rider/alex-martin-gutierrez
655,OOSTERLINCK Joes,BE,VolkerWessels Cycling Team,42.0,https://www.procyclingstats.com/rider/joes-oosterlinck
656,ETXEBERRIA Haimar,ES,Equipo Kern Pharma,41.0,https://www.procyclingstats.com/rider/haimar-etxeberria
657,NERURKAR Lukas,GB,EF Education - EasyPost,41.0,https://www.procyclingstats.com/rider/lukas-nerurkar
658,MARIVOET Duarte,BE,UAE Team Emirates Gen Z,41.0,https://www.procyclingstats.com/rider/duarte-marivoet
659,MACIAS Cesar,MX,Petrolike,41.0,https://www.procyclingstats.com/rider/cesar-macias-estrada
660,DE VRIES Hartthijs,NL,Unibet Tietema Rockets,41.0,https://www.procyclingstats.com/rider/hartthijs-de-vries
661,REGUIGUI Youcef,DZ,Madar Pro Cycling Team,41.0,https://www.procyclingstats.com/rider/youcef-reguigui
662,MANSOURI Islam,DZ,Madar Pro Cycling Team,41.0,https://www.procyclingstats.com/rider/islam-mansouri
663,SOENENS Viktor,BE,Soudal Quick-Step Devo Team,41.0,https://www.procyclingstats.com/rider/viktor-soenens
664,BORREMANS Kasper,FI,Bahrain Victorious Development Team,41.0,https://www.procyclingstats.com/rider/kasper-borremans
665,BASSET Pierre-Henry,FR,XDS Astana Development Team,41.0,https://www.procyclingstats.com/rider/pierre-henry-basset
666,GONOV Lev,RU,XDS Astana Development Team,41.0,https://www.procyclingstats.com/rider/lev-gonov
667,TIVANI German Nicolás,AR,Aviludo - Louletano - Loulé,41.0,https://www.procyclingstats.com/rider/german-nicolas-tivani-perez
668,KONYCHEV Alexander,IT,Team Vorarlberg,41.0,https://www.procyclingstats.com/rider/alexander-konychev
669,DAVY Clément,FR,Groupama - FDJ,40.0,https://www.procyclingstats.com/rider/clement-davy
670,SCHULTZ Nick,AU,Israel - Premier Tech,40.0,https://www.procyclingstats.com/rider/nick-schultz
671,WALKER Max,GB,EF Education - EasyPost,40.0,https://www.procyclingstats.com/rider/max-walker
672,SCOTT Cameron,AU,CCACHE x BODYWRAP,40.0,https://www.procyclingstats.com/rider/cameron-scott
673,NORSGAARD Mathias,DK,Movistar Team,40.0,https://www.procyclingstats.com/rider/mathias-norsgaard
674,JOHANNINK Jelle,NL,Unibet Tietema Rockets,40.0,https://www.procyclingstats.com/rider/jelle-johannink
675,SEXTON Tom,NZ,St George Continental Cycling Team,40.0,https://www.procyclingstats.com/rider/tom-sexton
676,JUNG Woo-Ho,KR,Seoul Cycling Team,40.0,https://www.procyclingstats.com/rider/woo-ho-jung
677,LABIB SHOTORBAN Ali,IR,,40.0,https://www.procyclingstats.com/rider/ali-labib-shotorban
678,COLLEONI Kevin,IT,Intermarché - Wanty,40.0,https://www.procyclingstats.com/rider/kevin-colleoni
679,VAN HOECKE Gijs,BE,Intermarché - Wanty,40.0,https://www.procyclingstats.com/rider/gijs-van-hoecke
680,PASQUALON Andrea,IT,Bahrain - Victorious,40.0,https://www.procyclingstats.com/rider/andrea-pasqualon
681,MORO Manlio,IT,Movistar Team,40.0,https://www.procyclingstats.com/rider/manlio-moro
682,FERNÁNDEZ Samuel,ES,Caja Rural - Seguros RGA,40.0,https://www.procyclingstats.com/rider/samuel-fernandez-garcia
683,DELAPLACE Anthony,FR,Arkéa - B&B Hotels,40.0,https://www.procyclingstats.com/rider/anthony-delaplace
684,HELLEMOSE Asbjørn,DK,Team Jayco AlUla,40.0,https://www.procyclingstats.com/rider/asbjorn-hellemose
685,STOSZ Patryk,PL,Voster ATS Team,40.0,https://www.procyclingstats.com/rider/patryk-stosz
686,MIHOLJEVIĆ Fran,HR,Bahrain - Victorious,40.0,https://www.procyclingstats.com/rider/fran-miholjevic
687,KALEJMANN Mateo,AR,Supermercados Froiz,40.0,https://www.procyclingstats.com/rider/mateo-kalejmann
688,OSORIO Alejandro,CO,Orgullo Paisa,40.0,https://www.procyclingstats.com/rider/alejandro-osorio-carbajal
689,CHRISTOPHERSEN Cedrik Bakke,NO,Unibet Tietema Rockets,40.0,https://www.procyclingstats.com/rider/cedrik-bakke-christophersen
690,HAVERDINGS David,NL,Baloise Glowi Lions,40.0,https://www.procyclingstats.com/rider/david-haverdings
691,AMARI Hamza,DZ,Madar Pro Cycling Team,39.0,https://www.procyclingstats.com/rider/hamza-amari
692,BERWICK Sebastian,AU,Caja Rural - Seguros RGA,39.0,https://www.procyclingstats.com/rider/sebastian-berwick
693,VERCOUILLIE Victor,BE,Team Flanders - Baloise,39.0,https://www.procyclingstats.com/rider/victor-vercouillie
694,GUGLIELMI Simon,FR,Arkéa - B&B Hotels,39.0,https://www.procyclingstats.com/rider/simon-guglielmi
695,COVILI Luca,IT,VF Group - Bardiani CSF - Faizanè,39.0,https://www.procyclingstats.com/rider/luca-covili
696,GRANGER Ben,GB,Mg.K Vis Costruzioni e Ambiente,39.0,https://www.procyclingstats.com/rider/ben-granger
697,DEBRUYNE Ramses,BE,Alpecin - Deceuninck,38.0,https://www.procyclingstats.com/rider/ramses-debruyne
698,PESENTI Thomas,IT,Soudal Quick-Step Devo Team,38.0,https://www.procyclingstats.com/rider/thomas-pesenti
699,AZPARREN Xabier Mikel,ES,Q36.5 Pro Cycling Team,38.0,https://www.procyclingstats.com/rider/xabier-mikel-azparren-irurzun
700,GONZÁLEZ Roberto Carlos,PA,Team Solution Tech - Vini Fantini,38.0,https://www.procyclingstats.com/rider/roberto-gonzalez
701,FORTIN Filippo,IT,Team Solution Tech - Vini Fantini,38.0,https://www.procyclingstats.com/rider/filippo-fortin
702,BERNARD Julien,FR,Lidl - Trek,38.0,https://www.procyclingstats.com/rider/julien-bernard
703,PŘIDAL Tomáš,CZ,Elkov - Kasper,38.0,https://www.procyclingstats.com/rider/tomas-pridal
704,CRETTI Luca,IT,MBH Bank Ballan CSB,38.0,https://www.procyclingstats.com/rider/luca-cretti
705,GRAAT Tijmen,NL,Team Visma | Lease a Bike,37.0,https://www.procyclingstats.com/rider/tijmen-graat
706,BAYER Tobias,AT,Alpecin - Deceuninck,37.0,https://www.procyclingstats.com/rider/tobias-bayer
707,ISIDORE Noa,FR,Decathlon AG2R La Mondiale Team,37.0,https://www.procyclingstats.com/rider/noa-isidore
708,PRADES Benjamín,ES,VC Fukuoka,37.0,https://www.procyclingstats.com/rider/benjamin-prades-reverter
709,JUUL-JENSEN Christopher,DK,Team Jayco AlUla,37.0,https://www.procyclingstats.com/rider/christopher-juul-jensen
710,PEREZ Anthony,FR,Cofidis,37.0,https://www.procyclingstats.com/rider/anthony-perez
711,TAROZZI Manuele,IT,VF Group - Bardiani CSF - Faizanè,37.0,https://www.procyclingstats.com/rider/manuele-tarozzi
712,HANSEN Alexander Arnt,DK,AIRTOX - Carl Ras,37.0,https://www.procyclingstats.com/rider/alexander-arnt-hansen
713,INGEBRIGTSEN Storm,NO,Team Coop - Repsol,37.0,https://www.procyclingstats.com/rider/storm-ingebrigtsen
714,LANHOVE Milan,BE,Team Flanders - Baloise,37.0,https://www.procyclingstats.com/rider/milan-lanhove
715,PETER Jannis,DE,Team Vorarlberg,37.0,https://www.procyclingstats.com/rider/jannis-peter
716,MENDES Diego De Jesus,BR,,37.0,https://www.procyclingstats.com/rider/diego-de-jesus-mendes
717,QUINTANA Hector Exequiel,CL,Plus Performance - Solutos,37.0,https://www.procyclingstats.com/rider/hector-exequiel-quintana-vidal
718,GAFFURI Mattia,IT,Swatt Club,37.0,https://www.procyclingstats.com/rider/mattia-gaffuri
719,SAGRADO Alvaro,ES,Illes Balears Arabay,37.0,https://www.procyclingstats.com/rider/alvaro-sagrado
720,SIRIRONNACHAI Sarawut,TH,,36.0,https://www.procyclingstats.com/rider/sarawut-sirironnachai
721,EDDY Patrick,AU,Team Picnic PostNL,36.0,https://www.procyclingstats.com/rider/patrick-eddy
722,JOHANSEN Julius,DK,UAE Team Emirates - XRG,36.0,https://www.procyclingstats.com/rider/julius-johansen
723,VANDENABEELE Henri,BE,Lotto,36.0,https://www.procyclingstats.com/rider/henri-vandenabeele
724,SENTJENS Sente,BE,Alpecin-Deceuninck Development Team,36.0,https://www.procyclingstats.com/rider/sente-sentjens
725,TAMINIAUX Lionel,BE,Lotto,36.0,https://www.procyclingstats.com/rider/lionel-taminiaux
726,PRICE-PEJTERSEN Johan,DK,Alpecin - Deceuninck,36.0,https://www.procyclingstats.com/rider/johan-price-pejtersen
727,MELLANO Ludovico Maria,IT,XDS Astana Development Team,36.0,https://www.procyclingstats.com/rider/ludovico-maria-mellano
728,FINKŠT Tilen,SI,Adria Mobil,36.0,https://www.procyclingstats.com/rider/tilen-finkst
729,RAFFERTY Darren,IE,EF Education - EasyPost,36.0,https://www.procyclingstats.com/rider/darren-rafferty
730,RODRÍGUEZ Brandon Ulises,SV,,36.0,https://www.procyclingstats.com/rider/brandon-rodriguez
731,MENÉNDEZ Héctor,HN,,36.0,https://www.procyclingstats.com/rider/hector-menendez
732,VÉLEZ Cristian Damián,CO,GW Erco Shimano,36.0,https://www.procyclingstats.com/rider/cristian-damian-velez
