rank,name,nationality,team,points,rider_url
932,ȘEREMET Ilie,MD,,30.0,https://www.procyclingstats.com/rider/ilie-seremet
933,BODDEN Christopher,KY,,30.0,https://www.procyclingstats.com/rider/christopher-bodden
934,NUHA Blerton,XK,CLN - Kosova,30.0,https://www.procyclingstats.com/rider/blerton-nuha
935,WHITTAKER Alexander,AG,,30.0,https://www.procyclingstats.com/rider/alexander-whittaker
936,MENÉNDEZ Héctor,HN,,30.0,https://www.procyclingstats.com/rider/hector-menendez
937,ANTROBUS Lucky,VC,,30.0,https://www.procyclingstats.com/rider/lucky-antrobus
938,SOARES Eliezer,CV,,30.0,https://www.procyclingstats.com/rider/eliezer-santos
939,DOLVEN Halvor,NO,Lotto - Groupe Wanty,29.0,https://www.procyclingstats.com/rider/halvor-dolven
940,SIMMONS Colby,US,EF Education - EasyPost,29.0,https://www.procyclingstats.com/rider/colby-simmons
941,ZAMPERINI Edoardo,IT,Cofidis,29.0,https://www.procyclingstats.com/rider/edoardo-zamperini
942,PARISINI Nicolò,IT,Pinarello Q36.5 Pro Cycling Team,29.0,https://www.procyclingstats.com/rider/nicolo-parisini
943,DUNBAR Eddie,IE,Pinarello Q36.5 Pro Cycling Team,29.0,https://www.procyclingstats.com/rider/edward-irl-dunbar
944,CUYLITS Mauro,BE,Lotto - Groupe Wanty,29.0,https://www.procyclingstats.com/rider/mauro-cuylits
945,FLYNN Sean,GB,Team Picnic PostNL,29.0,https://www.procyclingstats.com/rider/sean-flynn
946,MINTEGI Iker,ES,Euskaltel - Euskadi,29.0,https://www.procyclingstats.com/rider/iker-mintegi-claver
947,BENNETT Sam,IE,Pinarello Q36.5 Pro Cycling Team,29.0,https://www.procyclingstats.com/rider/sam-bennett
948,DEPE Serdar Anıl,TR,Spor Toto Cycling Team,29.0,https://www.procyclingstats.com/rider/serdar-depe
949,CHARROIS Leo,DE,Embrace The World,29.0,https://www.procyclingstats.com/rider/leo-charrois
950,BOBOSHEROV Farrukh,UZ,7 Saber Uzbekistan Cycling Team,28.0,https://www.procyclingstats.com/rider/farrukh-bobosherov
951,VAN GILS Lucas,BE,Lotto - Groupe Wanty,28.0,https://www.procyclingstats.com/rider/lucas-van-gils
952,TAILLIEU Aldo,BE,Team Visma | Lease a Bike Development,28.0,https://www.procyclingstats.com/rider/aldo-taillieu
953,HAVERDINGS David,NL,Alpecin-Premier Tech Development Team,28.0,https://www.procyclingstats.com/rider/david-haverdings
954,REES Brent,AU,,28.0,https://www.procyclingstats.com/rider/brent-rees
955,VERMOOTE Jelle,BE,Tarteletto - Isorex,28.0,https://www.procyclingstats.com/rider/jelle-vermoote
956,VAN DE PUTTE Victor,BE,Lotto - Groupe Wanty,28.0,https://www.procyclingstats.com/rider/victor-van-de-putte
957,WRIGHT Paul,NZ,Modern Adventure Pro Cycling,28.0,https://www.procyclingstats.com/rider/paul-wright
958,ROMEO Sergio,ES,Equipo Kern Pharma,28.0,https://www.procyclingstats.com/rider/sergio-romeo
959,PALENI Enzo,FR,Groupama - FDJ United,27.0,https://www.procyclingstats.com/rider/enzo-paleni
960,VERVENNE Jonathan,BE,Soudal Quick-Step,27.0,https://www.procyclingstats.com/rider/jonathan-vervenne
961,PATTINSON Tomos,GB,EF Education - Aevolo,27.0,https://www.procyclingstats.com/rider/tomos-pattinson
962,RAMÍREZ Joseph Gerardo,CR,Colono Bikestation Kölbi,27.0,https://www.procyclingstats.com/rider/joseph-gerardo-ramirez
963,NØRTOFT Morten Aalling,DK,Team ColoQuick,27.0,https://www.procyclingstats.com/rider/morten-aalling-nortoft
964,JEAN Victor,FR,Elite Fondations Cycling Team,27.0,https://www.procyclingstats.com/rider/victor-jean
965,HOULE Hugo,CA,Alpecin - Premier Tech,27.0,https://www.procyclingstats.com/rider/hugo-houle
966,RIZQI Dimas Nur Fadhil,ID,Jakarta Pro Cycling Team,27.0,https://www.procyclingstats.com/rider/dimas-nur-fadhil-rizqi
967,GAL Ryan,NL,Metec - SOLARWATT p/b Mantel,27.0,https://www.procyclingstats.com/rider/ryan-gal
968,GAUTHIER Jérôme,CA,Project Echelon Racing,27.0,https://www.procyclingstats.com/rider/jerome-gauthier
969,HALDIMANN Guillaume,CH,Humard VP,27.0,https://www.procyclingstats.com/rider/guillaume-haldimann
970,RIŠKA Richard,SK,Hrinkow Advarics,27.0,https://www.procyclingstats.com/rider/richard-riska
971,KUDUS Merhawi,ER,Burgos Burpellet BH,26.0,https://www.procyclingstats.com/rider/merhawi-kudus
972,URIARTE Diego,ES,Equipo Kern Pharma,26.0,https://www.procyclingstats.com/rider/diego-uriarte-belzunegi
973,VANHOUCKE Harm,BE,Pinarello Q36.5 Pro Cycling Team,26.0,https://www.procyclingstats.com/rider/harm-vanhoucke
974,ALHAMMADI Ali Eissa,AE,,26.0,https://www.procyclingstats.com/rider/abdulla-alhammadi
975,LANGELLA Lenaic,FR,CIC Pro Cycling Academy,26.0,https://www.procyclingstats.com/rider/lenaic-langella
976,ZOCCARATO Samuele,IT,MBH Bank CSB Telecom Fort,26.0,https://www.procyclingstats.com/rider/samuele-zoccarato
977,O'BRIEN Liam,IE,Lidl - Trek Future Racing,26.0,https://www.procyclingstats.com/rider/liam-o-brien
978,ROSENLUND Stian,DK,AIRTOX - Carl Ras,26.0,https://www.procyclingstats.com/rider/stian-rosenlund
979,D'AMATO Andrea,IT,Team UKYO,26.0,https://www.procyclingstats.com/rider/andrea-d-amato
980,WILLIAMS Cory,BZ,L39ION of Los Angeles,26.0,https://www.procyclingstats.com/rider/cory-williams
981,QUAEDVLIEG Lars,NL,Universe Cycling Team,26.0,https://www.procyclingstats.com/rider/lars-quaedvlieg
982,ZABELINSKIY Bogdan,CY,Aarco,26.0,https://www.procyclingstats.com/rider/bogdan-zabelinskiy
983,ROJAS Brandon Alejandro,CO,GW Erco SportFitness,25.0,https://www.procyclingstats.com/rider/brandon-alejandro-rojas-vega
984,PEACE Oliver,GB,Team Picnic PostNL,25.0,https://www.procyclingstats.com/rider/oliver-peace
985,SWIFT Ben,GB,Netcompany INEOS,25.0,https://www.procyclingstats.com/rider/ben-swift
986,URIANSTAD BUGGE Martin,NO,Uno-X Mobility,25.0,https://www.procyclingstats.com/rider/martin-urianstad
987,HVIDEBERG Jonas Hem,NO,Uno-X Mobility,25.0,https://www.procyclingstats.com/rider/jonas-hem-hvideberg
988,ØRN-KRISTOFF Felix,NO,Lotto Intermarché,25.0,https://www.procyclingstats.com/rider/felix-orn-kristoff
989,IMAMURA Shunsuke,JP,Lotto - Groupe Wanty,25.0,https://www.procyclingstats.com/rider/shunsuke-imamura
990,VAN SINTMAARTENSDIJK Roel,NL,Lotto Intermarché,25.0,https://www.procyclingstats.com/rider/roel-van-sintmaartensdijk
991,DELACROIX Théo,FR,St Michel - Preference Home - Auber93,25.0,https://www.procyclingstats.com/rider/theo-delacroix
992,ASCONEGUY Roderyck,UY,Dolores Cycles Club,25.0,https://www.procyclingstats.com/rider/roderyck-asconeguy
993,PODLUZHNYY Mikhail,KZ,XDS Astana Development Team,25.0,https://www.procyclingstats.com/rider/mikhail-podluzhnyy
994,YILMAZ Ramazan,TR,Konya Büyükşehir Belediye Spor,25.0,https://www.procyclingstats.com/rider/ramazan-yilmaz
995,GONZALES Freddy,BO,,25.0,https://www.procyclingstats.com/rider/freddy-gonzales-soto
996,HLADY Gavin,US,EF Education - Aevolo,25.0,https://www.procyclingstats.com/rider/gavin-hlady
997,ZWIEHOFF Ben,DE,Red Bull - BORA - hansgrohe,25.0,https://www.procyclingstats.com/rider/ben-zwiehoff
998,NAVAS Kevin,EC,Best PC Ecuador,25.0,https://www.procyclingstats.com/rider/kevin-navas-paredes
999,SANCHO José Pablo,CR,Colono Bikestation Kölbi,25.0,https://www.procyclingstats.com/rider/jose-sancho
1000,MENDES Diego De Jesus,BR,,25.0,https://www.procyclingstats.com/rider/diego-de-jesus-mendes
1001,CHAVARRIA Derrick,BZ,China Meitan Cycling Team,25.0,https://www.procyclingstats.com/rider/derrick-chavarria
1002,VERGAERDE Otto,BE,Lidl - Trek,25.0,https://www.procyclingstats.com/rider/otto-vergaerde
1003,CAMPBELL Max,AU,CCACHE x BODYWRAP,25.0,https://www.procyclingstats.com/rider/max-campbell
1004,LIENHARD Fabian,CH,Tudor Pro Cycling Team,25.0,https://www.procyclingstats.com/rider/fabian-lienhard
1005,MAAS Jan,NL,Cofidis,25.0,https://www.procyclingstats.com/rider/jan-maas
1006,PAWLAK Tobiasz,PL,ATT Investments,25.0,https://www.procyclingstats.com/rider/tobiasz-pawlak
1007,SLESARENKO Ilya,BY,Biesse - Carrera - Premac,25.0,https://www.procyclingstats.com/rider/ilya-slesarenko
1008,RODRÍGUEZ Brandon Ulises,SV,,25.0,https://www.procyclingstats.com/rider/brandon-rodriguez
1009,WOODS Tariq,TT,,25.0,https://www.procyclingstats.com/rider/tariq-woods
1010,LAZAREVIĆ Miloš,ME,,25.0,https://www.procyclingstats.com/rider/milos-lazarevic
1011,TARIELASHVILI Giorgi,GE,,25.0,https://www.procyclingstats.com/rider/giorgi-tarielashvili
1012,COLE Owen,US,Team Winston Salem - Flow,25.0,https://www.procyclingstats.com/rider/owen-cole
1013,TAMINIAUX Lionel,BE,Lotto Intermarché,24.0,https://www.procyclingstats.com/rider/lionel-taminiaux
1014,SCHWARZBACHER Matthias,SK,EF Education - EasyPost,24.0,https://www.procyclingstats.com/rider/matthias-schwarzbacher
1015,VAN LERBERGHE Bert,BE,Soudal Quick-Step,24.0,https://www.procyclingstats.com/rider/bert-van-lerberghe
1016,CONTRERAS Rodrigo,CO,Nu Colombia,24.0,https://www.procyclingstats.com/rider/rodrigo-contreras
1017,BYSTRØM Sven Erik,NO,Uno-X Mobility,24.0,https://www.procyclingstats.com/rider/sven-erik-bystrom
1018,HOUCOU Emmanuel,FR,Pinarello Q36.5 Pro Cycling Team,24.0,https://www.procyclingstats.com/rider/emmanuel-houcou
1019,BATSAIKHAN Tegshbayar,MN,Roojai Insurance Winspace,24.0,https://www.procyclingstats.com/rider/tegsh-bayar-batsaikhan
1020,BRUNEL Alexys,FR,TotalEnergies,24.0,https://www.procyclingstats.com/rider/alexys-brunel
1021,MONIQUET Sylvain,BE,Cofidis,24.0,https://www.procyclingstats.com/rider/sylvain-moniquet
1022,AMBROSSI Facundo Nicolás,AR,,24.0,https://www.procyclingstats.com/rider/facundo-nicolas-ambrossi
1023,TIVANI German Nicolás,AR,Aviludo - Louletano - Loulé,24.0,https://www.procyclingstats.com/rider/german-nicolas-tivani-perez
1024,NOVÁK Samuel,SK,Tirol KTM Cycling Team,24.0,https://www.procyclingstats.com/rider/samuel-novak
1025,RUIZ Robinson Steven,PE,,24.0,https://www.procyclingstats.com/rider/robinson-steven-ruiz
1026,HUE Antoine,FR,,24.0,https://www.procyclingstats.com/rider/antoine-hue
1027,ARCHIBOLD Franklin,PA,,24.0,https://www.procyclingstats.com/rider/franklin-archibold
1028,RAMÍREZ Donovan,CR,Colono Bikestation Kölbi,24.0,https://www.procyclingstats.com/rider/donovan-ramirez
1029,ZOIDL Riccardo,AT,Hrinkow Advarics,24.0,https://www.procyclingstats.com/rider/riccardo-zoidl
1030,BANASZEK Norbert,PL,ATT Investments,24.0,https://www.procyclingstats.com/rider/norbert-banaszek
1031,GUGLIELMI Simon,FR,St Michel - Preference Home - Auber93,24.0,https://www.procyclingstats.com/rider/simon-guglielmi
1032,KUYPERS Gerben,BE,Pauwels Sauzen - Altez Industriebouw Cycling Team,24.0,https://www.procyclingstats.com/rider/gerben-kuypers
1033,CRUZ Edward,CO,Bardiani CSF 7 Saber,24.0,https://www.procyclingstats.com/rider/edward-martinez-cruz
1034,SANCHEZ Clément,FR,Vendée U Primeo Energie,24.0,https://www.procyclingstats.com/rider/clement-sanchez
1035,MÉNDEZ Diego Alejandro,VE,Lotería del Táchira Servitel,23.0,https://www.procyclingstats.com/rider/diego-alejandro-mendez
1036,BALLERSTEDT Maurice,DE,Alpecin - Premier Tech,23.0,https://www.procyclingstats.com/rider/maurice-ballerstedt
1037,MAINGUENAUD Tom,FR,Nice Métropole Côte d'Azur,23.0,https://www.procyclingstats.com/rider/tom-mainguenaud
1038,LIM Nash,PH,Factor Racing,23.0,https://www.procyclingstats.com/rider/nash-lim
1039,CONTTE Tomas,AR,Aviludo - Louletano - Loulé,23.0,https://www.procyclingstats.com/rider/tomas-contte
1040,DE CLERCQ Mathijs,BE,Soudal Quick-Step Devo Team,23.0,https://www.procyclingstats.com/rider/mathijs-de-clercq
1041,MUHOZA Eric,RW,Team Amani,23.0,https://www.procyclingstats.com/rider/eric-muhoza
1042,BENITO Adrián,ES,Team Polti VisitMalta,23.0,https://www.procyclingstats.com/rider/adrian-benito-gonzalez
1043,ROTTMANN Jonathan Malte,DE,Team Lotto Kern-Haus Outlet Montabaur,23.0,https://www.procyclingstats.com/rider/jonathan-malte-rottmann
1044,LEROUX Samuel,FR,TotalEnergies,23.0,https://www.procyclingstats.com/rider/samuel-leroux
1045,GONZÁLEZ Abner,PR,Feirense - Beeceler,23.0,https://www.procyclingstats.com/rider/abner-gonzalez-rivera
1046,PROCTOR-PARKER Dylan,AU,Roojai Insurance Winspace,23.0,https://www.procyclingstats.com/rider/dylan-proctor-parker
1047,CATTANI Alessandro,IT,Team Technipes #inEmiliaRomagna Caffè Borbone,23.0,https://www.procyclingstats.com/rider/alessandro-cattani
1048,EL KOURAJI Mohcine,MA,,23.0,https://www.procyclingstats.com/rider/mohcine-el-kouraji
1049,FERREIRA DE MELO Alex,BR,Andbank Cycling Team,23.0,https://www.procyclingstats.com/rider/alex-ferreira-de-melo
1050,HUBY Antoine,FR,7Eleven Cliqq Roadbike Philippines,23.0,https://www.procyclingstats.com/rider/antoine-huby
1051,SAIDI Nassim,DZ,Madar Pro Cycling Team,23.0,https://www.procyclingstats.com/rider/nassim-saidi
1052,KEPPLINGER Rainer,AT,Bahrain - Victorious,22.0,https://www.procyclingstats.com/rider/rainer-kepplinger
1053,FREYER Martin,NA,,22.0,https://www.procyclingstats.com/rider/martin-freyer
1054,JANSE VAN RENSBURG Reinardt,ZA,Tshenolo Pro Cycling Team,22.0,https://www.procyclingstats.com/rider/reinardt-janse-van-rensburg
1055,MOYATA Eduardo,BO,Pío Rico Cycling Team,22.0,https://www.procyclingstats.com/rider/eduardo-moyata
1056,ALUSTIZA Nicolás,ES,Euskaltel - Euskadi,22.0,https://www.procyclingstats.com/rider/nicolas-alustiza
1057,REMKHI Rudolf,KZ,Muğla Büyükşehir Belediyesi Spor Kulübü,22.0,https://www.procyclingstats.com/rider/rudolf-remkhi
1058,MILOSTIC Lindon,AU,St George Continental Cycling Team,22.0,https://www.procyclingstats.com/rider/lindon-milostic
1059,CETTOLIN Filippo,IT,Bardiani CSF 7 Saber,22.0,https://www.procyclingstats.com/rider/filippo-cettolin
1060,MASENGESHO Vainqueur,RW,Benediction Banafrica Team,22.0,https://www.procyclingstats.com/rider/vainqueur-masengesho
1061,DAHL Gustav Frederik,DK,Team Give Steel,22.0,https://www.procyclingstats.com/rider/gustav-frederik-dahl
1062,LOVIDIUS Gustav,SE,Svealand Cycling Team,22.0,https://www.procyclingstats.com/rider/gustav-lovidius
1063,BARBAS Rafael,PT,Tavfer-Ovos Matinados-Mortágua,22.0,https://www.procyclingstats.com/rider/rafael-elvas-barbas
1064,KLOPPENBORG Lukas Sulaj,AL,Sidi Ali - Unlock Sports Team,22.0,https://www.procyclingstats.com/rider/lukas-sulaj-kloppenborg
1065,KIMANI Wangai Evan,KE,,22.0,https://www.procyclingstats.com/rider/evan-wangai
1066,DIALLO Tiémoko,ML,,22.0,https://www.procyclingstats.com/rider/tiemoko-diallo
1067,JOYA José Dagoberto,SV,Pegasus Premier Texas,22.0,https://www.procyclingstats.com/rider/jose-dagoberto-joya
1068,ROSSI João Pedro,BR,Localiza Meoo / Swift Pro Cycling,22.0,https://www.procyclingstats.com/rider/joao-pedro-rossi
1069,ABU HARRAH Majid,JO,,22.0,https://www.procyclingstats.com/rider/majid-abu-harrah
1070,HUTCHINSON Liam,BB,,22.0,https://www.procyclingstats.com/rider/liam-hutchinson
1071,DE LUCA Teodor,SE,Lucky Sport Cycling Team,22.0,https://www.procyclingstats.com/rider/teodor-de-luca
1072,KHUTSISHVILI Giorgi,GE,,22.0,https://www.procyclingstats.com/rider/giorgi-khutsishvili
1073,TOWNSEND Rory,IE,Unibet Rose Rockets,21.0,https://www.procyclingstats.com/rider/rory-townsend
1074,PIRAS Andrea,IT,Solution Tech NIPPO Rali,21.0,https://www.procyclingstats.com/rider/andrea-piras
1075,NOVAK Domen,SI,UAE Team Emirates - XRG,21.0,https://www.procyclingstats.com/rider/domen-novak
1076,MILESI Nicolas,IT,INEOS Grenadiers Racing Academy,21.0,https://www.procyclingstats.com/rider/nicolas-milesi
1077,FLÓREZ Samuel,CO,Modern Adventure Pro Cycling,21.0,https://www.procyclingstats.com/rider/samuel-florez-garces
1078,VERSCHUREN Killian,FR,Unibet Rose Rockets,21.0,https://www.procyclingstats.com/rider/killian-verschuren
1079,GIANNOUTSOS Miltiadis,GR,,21.0,https://www.procyclingstats.com/rider/miltiadis-giannoutsos
1080,CARVALHO Gonçalo,PT,Tavfer-Ovos Matinados-Mortágua,21.0,https://www.procyclingstats.com/rider/goncalo-carvalho
1081,WALLS Matthew,GB,Team Storck - MRW Bau,21.0,https://www.procyclingstats.com/rider/matthew-walls
1082,SANFILIPPO Cristian,IT,Biesse - Carrera - Premac,21.0,https://www.procyclingstats.com/rider/cristian-sanfilippo
1083,TAKÁCS Zsombor,HU,MBH Bank CSB Telecom Fort,21.0,https://www.procyclingstats.com/rider/zsombor-tamas-takacs
1084,GOMEZ Nicolas David,CO,GW Erco SportFitness,20.0,https://www.procyclingstats.com/rider/nicolas-david-gomez
1085,NESPOLI Lorenzo,IT,MBH Bank CSB Telecom Fort,20.0,https://www.procyclingstats.com/rider/lorenzo-nespoli
1086,KNOX James,GB,Team Picnic PostNL,20.0,https://www.procyclingstats.com/rider/james-knox
1087,DRIZNERS Jarrad,AU,Red Bull - BORA - hansgrohe,20.0,https://www.procyclingstats.com/rider/jarrad-drizners
1088,STOCKWELL Oliver,GB,Bahrain - Victorious,20.0,https://www.procyclingstats.com/rider/oliver-stockwell
1089,VILLA Giacomo,IT,Biesse - Carrera - Premac,20.0,https://www.procyclingstats.com/rider/giacomo-villa
1090,QU Chengjun,CN,,20.0,https://www.procyclingstats.com/rider/chengjun-qu
1091,WU Chun Yin,HK,HKSI Pro Cycling Team,20.0,https://www.procyclingstats.com/rider/chun-yin-wu
1092,TENDON Arnaud,CH,Van Rysel Roubaix,20.0,https://www.procyclingstats.com/rider/arnaud-tendon
1093,DE POOTER Dries,BE,Team Jayco AlUla,20.0,https://www.procyclingstats.com/rider/dries-de-pooter
1094,VERCOUILLIE Victor,BE,Team Flanders - Baloise,20.0,https://www.procyclingstats.com/rider/victor-vercouillie
1095,EGHOLM Kristian,DK,Lidl - Trek Future Racing,20.0,https://www.procyclingstats.com/rider/kristian-egholm1
1096,BUDA Simone,IT,Solme - Olmo - Arvedi,20.0,https://www.procyclingstats.com/rider/simone-buda2
1097,PUTZ Sebastian,AT,Red Bull - BORA - hansgrohe Rookies,20.0,https://www.procyclingstats.com/rider/sebastian-putz
1098,ARCAS Jorge,ES,Movistar Team,20.0,https://www.procyclingstats.com/rider/jorge-arcas
1099,OURSELIN Paul,FR,Cofidis,20.0,https://www.procyclingstats.com/rider/paul-ourselin
1100,ERIKSSON Jacob,SE,Tudor Pro Cycling Team,20.0,https://www.procyclingstats.com/rider/jacob-eriksson
1101,LAENGEN Vegard Stake,NO,UAE Team Emirates - XRG,20.0,https://www.procyclingstats.com/rider/vegard-stake-laengen
1102,SVARRE Tobias,DK,Uno-X Mobility,20.0,https://www.procyclingstats.com/rider/tobias-svarre
1103,BOGDANOVIČS Māris,LV,FNIX - SCOM - Hengxiang Cycling Team,20.0,https://www.procyclingstats.com/rider/maris-bogdanovics
1104,ROY Léo,CA,Team Vittel N'side,20.0,https://www.procyclingstats.com/rider/leo-roy
1105,HEFFERNAN William,AU,CCACHE x BODYWRAP,20.0,https://www.procyclingstats.com/rider/william-heffernan
1106,TÓTH Márkó,HU,Team United Shipping,20.0,https://www.procyclingstats.com/rider/marko-toth
1107,AMARI Hamza,DZ,Madar Pro Cycling Team,20.0,https://www.procyclingstats.com/rider/hamza-amari
1108,LAYRAC Gabriel,FR,AVC Aix Provence Dole,20.0,https://www.procyclingstats.com/rider/gabriel-layrac
1109,SCHEMPP Oscar,DE,BIKE AID,20.0,https://www.procyclingstats.com/rider/oscar-schempp
1110,TORRES Jaime,ES,UAE Team Emirates Gen Z,20.0,https://www.procyclingstats.com/rider/jaime-torres
1111,NUNES Hugo,PT,Credibom / LA Alumínios / Marcos Car,20.0,https://www.procyclingstats.com/rider/hugo-nunes
1112,DE BRUYCKERE Kay,BE,Pauwels Sauzen - Altez Industriebouw Cycling Team,20.0,https://www.procyclingstats.com/rider/kay-de-bruyckere
1113,SHERRY Gavin,US,EF Education - Aevolo,20.0,https://www.procyclingstats.com/rider/gavin-sherry
1114,KAMZONG Clovis,CM,SNH Vélo Club,20.0,https://www.procyclingstats.com/rider/clovis-kamzong-abessolo
1115,HOFBAUER Philipp,AT,Team Vorarlberg,20.0,https://www.procyclingstats.com/rider/philipp-hofbauer
1116,HAUGLAND Kasper,NO,Decathlon CMA CGM Development Team,20.0,https://www.procyclingstats.com/rider/kasper-haugland
1117,LIM BING YI Eamon,SG,,20.0,https://www.procyclingstats.com/rider/eamon-lim-bing-yi
1118,MORALES Christopher,PR,Supermercados Froiz,20.0,https://www.procyclingstats.com/rider/christopher-morales
1119,ARASHIRO Yukiya,JP,Solution Tech NIPPO Rali,19.0,https://www.procyclingstats.com/rider/yukiya-arashiro
1120,ARAMAYO Jose Manuel,BO,Pío Rico Cycling Team,19.0,https://www.procyclingstats.com/rider/jose-manuel-aramayo-villena
1121,QUIROZ Tomas,CL,Plus Performance - ZEO Sport,19.0,https://www.procyclingstats.com/rider/tomas-quiroz
1122,KAMBERAJ Valentino,AL,Team Skyline,19.0,https://www.procyclingstats.com/rider/valentino-kamberaj
1123,JOALLAND Yaël,FR,Cofidis,19.0,https://www.procyclingstats.com/rider/yael-joalland
1124,KHALMURATOV Muradjan,UZ,7 Saber Uzbekistan Cycling Team,19.0,https://www.procyclingstats.com/rider/muradjan-khalmuratov
1125,CASTILLO Kevin David,CO,Orgullo Paisa,19.0,https://www.procyclingstats.com/rider/kevin-david-castillo-miranda
1126,PIRA Yesid Albeiro,CO,Hino One La Red Suzuki,19.0,https://www.procyclingstats.com/rider/yesid-albeiro-pira
1127,SAVINO Federico,IT,Soudal Quick-Step Devo Team,19.0,https://www.procyclingstats.com/rider/federico-savino
1128,FEURSTEIN Kilian,AT,Team Vorarlberg,19.0,https://www.procyclingstats.com/rider/kilian-feurstein
1129,STEPANOV Andrei,RU,Wheeltop Rotor Chengdu Team,19.0,https://www.procyclingstats.com/rider/andrei-stepanov
1130,PLACE Maxence,BE,Aarco,19.0,https://www.procyclingstats.com/rider/maxence-place
1131,KHOURI Simon,JM,,19.0,https://www.procyclingstats.com/rider/simon-khouri
1132,CAPRA Thomas,IT,Bahrain Victorious Development Team,18.0,https://www.procyclingstats.com/rider/thomas-capra
1133,RETEGI Mikel,ES,Equipo Kern Pharma,18.0,https://www.procyclingstats.com/rider/mikel-retegi
1134,BAHODIROV Behzod,UZ,7 Saber Uzbekistan Cycling Team,18.0,https://www.procyclingstats.com/rider/behzod-bahodirov
1135,SCHOOFS Jasper,BE,Soudal Quick-Step Devo Team,18.0,https://www.procyclingstats.com/rider/jasper-schoofs
1136,MATTHEIS Oliver,DE,BIKE AID,18.0,https://www.procyclingstats.com/rider/oliver-mattheis
1137,BOULET Eliott,FR,Groupama-FDJ United CT,18.0,https://www.procyclingstats.com/rider/eliott-boulet
1138,PIETROBON Andrea,IT,Team Polti VisitMalta,18.0,https://www.procyclingstats.com/rider/andrea-pietrobon
1139,MARTE Jesus Roniel,DO,,18.0,https://www.procyclingstats.com/rider/jesus-roniel-marte
1140,ROJAS Gabriel Francisco,CR,,18.0,https://www.procyclingstats.com/rider/gabriel-francisco-rojas
1141,RASCH Jesper,NL,China Anta - Mentech Cycling Team,18.0,https://www.procyclingstats.com/rider/jesper-rasch
1142,BAMBAGIONI Tommaso,IT,Team Technipes #inEmiliaRomagna Caffè Borbone,18.0,https://www.procyclingstats.com/rider/tommaso-bambagioni
1143,HAYASHIBARA Shoma,JP,Shimano Racing Team,18.0,https://www.procyclingstats.com/rider/shoma-hayashibara
1144,VAN HAUTEGEM Leander,BE,Team Flanders - Baloise,18.0,https://www.procyclingstats.com/rider/leander-van-hautegem
1145,TUMINELLO Christian,AU,COBRA9 x Leigh Surveyors,18.0,https://www.procyclingstats.com/rider/christian-tuminello
1146,DE KEERSMAEKER Mathias,BE,Lotto - Groupe Wanty,18.0,https://www.procyclingstats.com/rider/mathias-de-keersmaeker
1147,ANASTASIA Tommaso,IT,Team Technipes #inEmiliaRomagna Caffè Borbone,18.0,https://www.procyclingstats.com/rider/tommaso-anastasia
1148,URIAN Jose Misael,CO,Team Sistecredito,18.0,https://www.procyclingstats.com/rider/jose-misael-urian
1149,SAMITIER Sergio,ES,Cofidis,18.0,https://www.procyclingstats.com/rider/sergio-samitier
1150,GALIMBERTI Lorenzo,IT,Swatt Club,18.0,https://www.procyclingstats.com/rider/lorenzo-galimberti
1151,GUÉGAN Maël,FR,CIC Pro Cycling Academy,18.0,https://www.procyclingstats.com/rider/mael-guegan
1152,YAMEOGO Saturnin,BF,,18.0,https://www.procyclingstats.com/rider/saturnin-yameogo
1153,DE COMARMOND Aurelien,MU,The Joyrun & Hurricane Cycling Team,18.0,https://www.procyclingstats.com/rider/aurelien-de-comarmond
1154,GUERNALEC Victor,FR,CIC Pro Cycling Academy,18.0,https://www.procyclingstats.com/rider/victor-guernalec
1155,WIRTGEN Luc,LU,Tudor Pro Cycling Team,17.0,https://www.procyclingstats.com/rider/luc-wirtgen
1156,SIBANDA Mthokozisi,ZW,,17.0,https://www.procyclingstats.com/rider/mthokozisi-sibanda
1157,PEÑA Wilson Estiben,CO,Team Sistecredito,17.0,https://www.procyclingstats.com/rider/wilson-estiben-pena-molano
1158,STEWART Mark,GB,Modern Adventure Pro Cycling,17.0,https://www.procyclingstats.com/rider/mark-stewart
1159,TARLING Finlay,GB,NSN Development Team,17.0,https://www.procyclingstats.com/rider/finlay-tarling
1160,YEMANE Even,ER,BIKE AID,17.0,https://www.procyclingstats.com/rider/even-yemane
1161,SAMBINELLO Enea,IT,UAE Team Emirates Gen Z,17.0,https://www.procyclingstats.com/rider/enea-sambinello
1162,RASENBERG Martijn,NL,Unibet Rose Rockets,17.0,https://www.procyclingstats.com/rider/martijn-rasenberg
1163,SOMMER Jan,CH,Elite Fondations Cycling Team,17.0,https://www.procyclingstats.com/rider/jan-sommer
1164,BAEZA Cristobal,CL,Plus Performance - ZEO Sport,17.0,https://www.procyclingstats.com/rider/cristobal-baeza
1165,PRONSKIY Daniil,KZ,Team Vino - North Qazaqstan Region,17.0,https://www.procyclingstats.com/rider/daniil-pronskiy
1166,DA SILVA SANTOS Vinicius,BR,São José Ciclismo,17.0,https://www.procyclingstats.com/rider/vinicius-da-silva-santos
1167,DIAZ Christopher Jahir,HN,4WD Rent a Car - Facatativa,17.0,https://www.procyclingstats.com/rider/christopher-diaz
1168,STENNING Oliver,AU,Prowheel Kung Shenzhen Cycling Team,17.0,https://www.procyclingstats.com/rider/oliver-stenning
1169,VOLTR Martin,CZ,ATT Investments,17.0,https://www.procyclingstats.com/rider/martin-voltr
